ASL,2010,001,ASL 2010: 001,13%,60%,7%,7%,13%,0%,0%,0%,"Brant, William Alton"
ASL,2010,002,ASL 2010: 002,53%,12%,35%,0%,0%,0%,0%,0%,"Brant, William Alton"
ASL,2020,001,ASL 2020: 001,69%,13%,13%,0%,6%,0%,0%,0%,"Misener Dunn, Kim Ma"
ASL,2020,002,ASL 2020: 002,84%,16%,0%,0%,0%,0%,0%,0%,"Misener Dunn, Kim Ma"
ASL,3050,001,Deaf Studies,47%,37%,16%,0%,0%,0%,0%,0%,"Brant, William Alton"
ASL,4010,001,ASL 4010: 001,36%,55%,0%,0%,0%,0%,0%,9%,"Fitzmaurice, Stephen"
ASTR,1010,001,Solar System Astr,30%,26%,16%,7%,5%,0%,0%,16%,"Drozdov, Dina"
ASTR,1020,001,Stellar Astronomy ONLINE,31%,53%,13%,0%,0%,0%,0%,4%,"Flower, Phillip J"
ASTR,1020,002,Stellar Astronomy ONLINE,27%,35%,27%,0%,3%,0%,0%,6%,"Flower, Phillip J"
ASTR,1020,003,Stellar Astronomy ONLINE,38%,42%,11%,0%,2%,0%,0%,7%,"Flower, Phillip J"
ASTR,1030,001,Solar Systm Astr Lab,46%,19%,19%,4%,12%,0%,0%,0%,"Leising, Mark D"
ASTR,1040,001,Stellar Astr Lab,58%,29%,8%,0%,0%,0%,0%,4%,"Leising, Mark D"
ASTR,1040,003,Stellar Astr Lab,39%,39%,0%,0%,0%,0%,0%,22%,"Leising, Mark D"
ASTR,1040,005,Stellar Astr Lab,73%,18%,5%,0%,0%,0%,0%,5%,"Leising, Mark D"
ASTR,1040,006,Stellar Astr Lab,40%,27%,0%,0%,13%,0%,0%,20%,"Leising, Mark D"
AUD,2850,001,AUD 2850: 001,25%,42%,33%,0%,0%,0%,0%,0%,"Altstatt, Hamilton S"
AUE,8160,001,AUE 8160: 001,71%,29%,0%,0%,0%,0%,0%,0%,"Prucka, Robert G"
AUE,8160,002,AUE 8160: 002,69%,31%,0%,0%,0%,0%,0%,0%,"Filipi, Zoran"
AUE,8170,003,AUE 8170: 003,70%,30%,0%,0%,0%,0%,0%,0%,"Pisu, Pierluigi"
AUE,8290,004,AUE 8290: 004,57%,43%,0%,0%,0%,0%,0%,0%,"Rhyne, Timothy B."
AUE,8500,006,AUE 8500: 006,43%,46%,4%,0%,0%,0%,0%,7%,"Ayalew, Beshah"
AUE,8550,016,AUE 8550: 016,20%,67%,13%,0%,0%,0%,0%,0%,"Mears, Michael L"
AUE,8660,007,Adv Matl Auto Appl,50%,50%,0%,0%,0%,0%,0%,0%,"Pilla, Srikanth"
AUE,8690,008,AUE 8690: 008,58%,42%,0%,0%,0%,0%,0%,0%,"Mears, Michael L"
AUE,8770,009,AUE 8770: 009,57%,32%,7%,0%,4%,0%,0%,0%,"Abu-Farha, Fadi Kama"
AUE,8820,010,AUE 8820: 010,46%,54%,0%,0%,0%,0%,0%,0%,"Venhovens, Paul"
AUE,8860,011,AUE 8860: 011,65%,35%,0%,0%,0%,0%,0%,0%,"Haque, Imtiaz Ul"
AUE,8900,400,AUE 8900: 400,88%,13%,0%,0%,0%,0%,0%,0%,"Venhovens, Paul"
AUE,8930,015,Autovation I,70%,30%,0%,0%,0%,0%,0%,0%,"Bodde, David Leo"
AVS,2000,001,AVS 2000: 001,83%,14%,2%,0%,0%,0%,0%,0%,"Bolt, Brian G",
AVS,2050,001,AVS 2050: 001,83%,17%,0%,0%,0%,0%,0%,0%,"Baxley, Anna Rebecca",
AVS,2060,001,AVS 2060: 001,64%,30%,6%,0%,0%,0%,0%,0%,"Miller, Richelle Lor",
AVS,2090,001,AVS 2090: 001,94%,1%,0%,0%,1%,0%,0%,3%,"Bolt, Brian G",
AVS,2110,001,AVS 2110: 001,67%,27%,7%,0%,0%,0%,0%,0%,"Hall, Michelle A",
AVS,3150,001,Animal Welfare,22%,43%,17%,13%,0%,0%,0%,4%,"Skewes, Peter A",
AVS,3750,001,Appl Animal Nutr,10%,37%,29%,15%,1%,0%,0%,9%,"Long, Nathan M",
AVS,4060,001,AVS 4060: 001,88%,9%,0%,0%,0%,0%,0%,3%,"Birrenkott, Glenn P",
AVS,4100,001,AVS 4100: 001,15%,41%,32%,9%,2%,0%,0%,1%,"Skewes, Peter A",
AVS,4120,001,Adv Equine Mgmt,80%,20%,0%,0%,0%,0%,0%,0%,"Vernon, Kristine Lan",
AVS,4130,001,AVS 4130: 001,35%,45%,13%,1%,0%,0%,0%,5%,"Hall, Michelle A",
AVS,4170,001,AVS 4170: 001,38%,50%,0%,4%,4%,0%,0%,4%,"Vernon, Kristine Lan",
AVS,4530,001,Animal Reproduction,31%,52%,11%,3%,1%,0%,0%,1%,"Birrenkott, Glenn P",
AVS,4530,400,Animal Reproduction,50%,30%,20%,0%,0%,0%,0%,0%,"Birrenkott, Glenn P",
AVS,6110,001,AVS 6110: 001,71%,29%,0%,0%,0%,0%,0%,0%,"Duckett, Susan Kay",
AVS,8090,001,AVS 8090: 001,63%,13%,0%,0%,0%,0%,0%,25%,"Duckett, Susan Kay",
BCHM,3010,001,Molecular Biochem,8%,33%,26%,25%,3%,0%,0%,5%,"Morris, Meredith Tei",
BCHM,3010,002,Molecular Biochem(HON),56%,24%,12%,0%,0%,0%,0%,8%,"Morris, Meredith Tei",H
BCHM,3020,001,BCHM 3020: 001,55%,27%,9%,0%,0%,0%,0%,9%,"Morris, Meredith Tei",
BCHM,3020,002,BCHM 3020: 002,56%,25%,0%,6%,0%,0%,0%,13%,"Morris, Meredith Tei",
BCHM,3020,003,BCHM 3020: 003,64%,18%,0%,0%,0%,0%,0%,18%,"Morris, Meredith Tei",
BCHM,3050,001,BCHM 3050: 001,24%,22%,27%,18%,4%,0%,0%,4%,"Morris, James C",
BCHM,4060,001,BCHM 4060: 001,46%,27%,19%,3%,3%,0%,0%,3%,"Bodine, Ashby Burges",
BCHM,4320,001,Bioch of Metabolism,79%,15%,3%,0%,0%,0%,0%,3%,"Paul, Kimberly S",
BCHM,4360,001,Genes to Proteins,45%,45%,9%,0%,0%,0%,0%,0%,"Sehorn, Michael Glen",
BE,2100,001,BE 2100: 001,80%,15%,0%,0%,0%,0%,0%,5%,"Zheng, Yi",
BE,3220,001,BE 3220: 001,29%,29%,32%,4%,0%,0%,0%,7%,"Owino, Tom O.",
BE,4120,001,BE 4120: 001,30%,40%,25%,0%,0%,0%,0%,5%,"Drapcho, Caye Marie",
BE,4210,001,BE 4210: 001,55%,45%,0%,0%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4240,001,BE 4240: 001,77%,23%,0%,0%,0%,0%,0%,0%,"Darnault, Christophe",
BE,4380,001,BE 4380: 001,63%,38%,0%,0%,0%,0%,0%,0%,"Walker, Terry H",
BIOE,1010,001,BIOE 1010: 001,85%,9%,5%,0%,0%,0%,0%,0%,"Simionescu, Agneta",
BIOE,2010,001,BIOE 2010: 001,28%,40%,16%,4%,4%,0%,0%,8%,"Webb, Charles K",
BIOE,3020,001,BIOE 3020: 001,48%,42%,6%,2%,2%,0%,0%,0%,"Vertegel, Alexey Ale",
BIOE,3200,001,BIOE 3200: 001,64%,33%,3%,0%,0%,0%,0%,0%,"Nagatomi, Jiro",
BIOE,3210,001,BIOE 3210: 001,42%,42%,6%,3%,0%,0%,0%,6%,"Harcum, Sarah W",
BIOE,3700,001,BIOE 3700: 001,62%,31%,2%,0%,2%,0%,0%,3%,"Dean, Delphine",
BIOE,4030,001,BIOE 4030: 001,97%,2%,0%,0%,0%,0%,0%,1%,"Desjardins, John D",
BIOE,4230,001,BIOE 4230: 001,90%,0%,0%,0%,0%,0%,0%,10%,"Simionescu, Dan T",
BIOE,4310,001,BIOE 4310: 001,38%,46%,8%,8%,0%,0%,0%,0%,"Kwartowitz, David M",
BIOE,8020,410,BIOE 8020: 410,40%,60%,0%,0%,0%,0%,0%,0%,"Vyavahare, Narendra",
BIOE,8150,410,BIOE 8150: 410,63%,38%,0%,0%,0%,0%,0%,0%,"Harman, Melinda K",
BIOE,8470,001,BIOE 8470: 001,42%,42%,0%,0%,0%,0%,0%,17%,"Latour, Robert A",
BIOE,8490,001,BIOE 8490: 001,86%,0%,0%,0%,0%,0%,0%,14%,"Mei, Ying",
BIOE,8500,003,Drug Delivery,70%,20%,0%,0%,0%,0%,0%,10%,"Lee, JeoungSoo",
BIOL,1040,001,General Biology II,30%,33%,24%,6%,2%,0%,0%,5%,"Espinoza, Nora R",
BIOL,1040,002,General Biology II,18%,38%,24%,12%,6%,0%,0%,1%,"Ickes, Kalan L",
BIOL,1040,003,General Biology II,18%,22%,30%,16%,8%,0%,0%,8%,"Sparace, Salvatore A",
BIOL,1040,004,General Biology II (HON),56%,38%,6%,0%,0%,0%,0%,0%,"Espinoza, Nora R",H
BIOL,1060,001,Gen Biology Lab II,26%,26%,37%,5%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,002,Gen Biology Lab II,9%,45%,14%,27%,5%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,003,Gen Biology Lab II,16%,47%,16%,16%,5%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,004,Gen Biology Lab II,13%,35%,39%,4%,4%,0%,0%,4%,"Kaisa, Tafadzwa R"
BIOL,1060,005,Gen Biology Lab II,22%,35%,9%,4%,26%,0%,0%,4%,"Kaisa, Tafadzwa R"
BIOL,1060,006,Gen Biology Lab II,13%,43%,30%,9%,4%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,007,Gen Biology Lab II,14%,57%,10%,10%,0%,0%,0%,10%,"Kaisa, Tafadzwa R"
BIOL,1060,008,Gen Biology Lab II,0%,31%,46%,15%,0%,0%,0%,8%,"Kaisa, Tafadzwa R"
BIOL,1060,010,Gen Biology Lab II,15%,30%,40%,15%,0%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,011,Gen Biology Lab II,13%,50%,31%,0%,0%,0%,0%,6%,"Kaisa, Tafadzwa R"
BIOL,1060,012,Gen Biology Lab II,71%,21%,0%,7%,0%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,013,Gen Biology Lab II,9%,39%,30%,4%,13%,0%,0%,4%,"Kaisa, Tafadzwa R"
BIOL,1060,014,Gen Biology Lab II,17%,26%,35%,9%,13%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,015,Gen Biology Lab II,18%,36%,27%,5%,9%,0%,0%,5%,"Kaisa, Tafadzwa R"
BIOL,1060,016,Gen Biology Lab II,23%,41%,23%,5%,0%,0%,0%,9%,"Kaisa, Tafadzwa R"
BIOL,1060,017,Gen Biology Lab II,13%,53%,27%,7%,0%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,018,Gen Biology Lab II,24%,35%,18%,18%,0%,0%,0%,6%,"Kaisa, Tafadzwa R"
BIOL,1060,019,Gen Biology Lab II,26%,53%,11%,5%,0%,0%,0%,5%,"Kaisa, Tafadzwa R"
BIOL,1060,020,Gen Biology Lab II,6%,56%,22%,11%,6%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,021,Gen Biology Lab II,24%,24%,29%,12%,12%,0%,0%,0%,"Kaisa, Tafadzwa R"
BIOL,1060,022,Gen Biology Lab II,13%,44%,38%,0%,6%,0%,0%,0%,"Kaisa, Tafadzwa R"
